Scan No,Exp No.,Ageing temperature,Mesh list,Extra Li in Ah,Change calendering - Negative thickness change ratio,Negative inner SEI lithium interstitial diffusivity [m2.s-1],Dead lithium decay constant [s-1],Lithium plating kinetic rate constant [m.s-1],Negative electrode LAM constant proportional term [s-1],Positive electrode LAM constant proportional term [s-1],Negative electrode cracking rate,Negative outer SEI partial molar volume [m3.mol-1],Negative SEI growth activation energy [J.mol-1],Negative cracking growth activation energy [J.mol-1],Negative electrode diffusivity activation energy [J.mol-1],Positive electrode diffusivity activation energy [J.mol-1],Contact resistance [Ohm],Total heat transfer coefficient [W.m-2.K-1],Initial electrolyte excessive amount ratio,Positive electrode Paris' law constant m,Positive electrode LAM constant exponential term,Negative electrode Paris' law constant m,Negative electrode LAM constant exponential term,Cycles within RPT,RPT temperature,Para_Set,Model option,Current solvent concentration in the reservoir [mol.m-3],Current electrolyte concentration in the reservoir [mol.m-3],Ratio of Li-ion concentration change in electrolyte consider solvent consumption,EC initial concentration in electrolyte [mol.m-3],Typical EC concentration in electrolyte [mol.m-3]
1,2,25.0,"[5,5,5,100,20]",0,1.0,1.1e-18,1e-07,1e-10,2.84e-09,2.98e-18,5.29e-25,5.22e-05,500.0,0.0,60000.0,12000.0,0.0115,20,1.0,2.2,2.0,2.2,2.0,1,25,OKane2023,"{'SEI': 'interstitial-diffusion limited', 'SEI on cracks': 'true', 'lithium plating': 'partially reversible', 'lithium plating porosity change': 'true', 'particle mechanics': ('swelling and cracking', 'swelling only'), 'loss of active material': 'stress-driven', 'contact resistance': 'true', 'open-circuit potential': 'current sigmoid', 'SEI film resistance': 'distributed', 'SEI porosity change': 'true', 'thermal': 'lumped'}",4541.0,1000,1.0,4541.0,4541.0
